(2184,5234.83,549.081)
(2185,5215.82,546.634)
(2186,1685.83,-2302.07)
(2193,2070.67,669.616)
(2194,1988.05,737.667)
(2208,3733.93,-1969.04)
(2218,3256.34,821.842)
(2221,438.33,563.425)
(2223,2620.09,562.313)
(2224,3140.14,-779.143)
(2225,1100.83,358.715)
(2232,3699.57,-1246.27)
(2234,872.991,631.365)
(2238,3184.85,1233.93)
(2241,11.0083,-148.89)
(2247,3886.49,-2312.3)
(2252,4704.66,-597.895)
(2258,512.942,-759.795)
(2262,2064.11,443.779)
(2266,1406.95,213.161)
(2273,3608.16,1618.11)
(2277,669.838,439.554)
(2282,-215.496,359.827)
(2283,-755.57,-87.844)
(2285,197.26,725.102)
(2286,302.895,-454.565)
(2288,-1834.38,-1480.56)
(2295,6745.2,-1672.26)
(2302,-863.873,-1945.58)
(2313,4770.04,961.391)
(2314,4979.64,-511.274)
(2317,1880.53,1449.76)
(2321,3234.55,701.751)
(2334,4507.18,938.152)
(2336,2706.71,1171.22)
(2340,1952.69,999.865)
(2341,3831.22,1170.99)
(2345,2740.29,-565.204)
(2348,5261.97,891.561)
(2356,1928.56,209.046)
(2361,2046.54,1234.6)
(2364,5082.5,1250.94)
(2371,2799.44,54.2631)
(2375,-977.403,135.435)
(2379,216.941,-1808.14)
(2382,2319.19,1466.77)
(2383,-991.303,140.55)
(2393,-224.28,-272.65)
(2400,3870.7,-449.895)
(2403,1387.71,196.037)
(2411,-1589.75,-1408.28)
(2420,4289.12,-304.896)
(2423,5586.32,-1045.12)
(2426,3970.99,26.3532)
(2428,2580.17,-2297.06)
(2432,4323.15,311.791)
(2435,2462.86,1290.97)
(2436,-1908.22,-16.2345)
(2449,1123.07,509.606)
(2450,-1053.57,-2502.33)
(2453,5458.23,-505.937)
(2460,3136.48,334.808)
(2466,1952.14,-1853.95)
(2478,521.727,305.675)
(2480,73.3887,148.112)
(2490,1902.43,887.78)
(2491,-1235.49,-401.08)
(2493,2807,276.764)
(2495,3040.63,626.583)
(2500,-692.744,1461.55)
(2505,2744.4,-274.985)
(2506,2465.75,365.943)
(2511,1784.46,747.119)
(2515,2475.09,1244.83)
(2519,1056.8,-1626.56)
(2520,-606.012,-1889.09)
(2531,1846.06,858.981)
(2536,-123.204,-2282.83)
(2539,4133.12,898.455)
(2545,696.08,760.796)
(2546,5924.47,-253.747)
(2549,3077.54,1174.66)
(2556,-2117.71,-1626.11)
(2560,1695.39,-877.439)
(2562,5325.57,801.827)
(2566,2835.69,1003.98)
(2568,650.268,413.2)
(2572,-557.976,1441.31)
(2589,1286.75,392.518)
(2590,1869.63,926.476)
(2592,4367.85,1295.53)
(2593,-1406.17,418.204)
(2596,6613.76,-223.168)
(2597,4122.11,-2503.89)
(2599,-612.35,-1363.03)
(2601,2184.09,1501.58)
(2608,5911.57,-1305.21)
(2621,-107.97,592.113)
(2629,6291.19,675.732)
(2638,-388.737,-2076.34)
(2643,2883.84,178.023)
(2647,2947.78,464.35)
(2650,2100.47,1241.27)
(2651,4172.26,1291.75)
(2656,6009.86,-1283.08)
(2659,3411.91,1191.9)
(2661,1604.1,584.885)
(2671,4567.55,-789.15)
(2675,1200.91,-487.701)
(2681,-1112.39,-0.111195)
(2686,6503.24,-2208.11)
(2687,151.67,-1821.48)
(2688,4422,1296.42)
(2694,3779.74,-1168.44)
(2696,2626.2,272.428)
(2697,4041.38,1415.96)
(2702,744.895,-2354.44)
(2704,1163.88,1113.51)
(2706,6086.48,111.751)
(2707,2270.71,1508.25)
(2716,3977.22,1346.13)
(2718,3437.59,-2422.05)
(2723,3481.4,1259.95)
(2734,1895.65,1461.66)
(2738,698.749,468.353)
(2740,2089.8,210.826)
(2741,1692.83,1412.51)
(2744,3078.1,463.238)
(2749,1095.94,-1093.49)
(2759,560.311,-407.196)
(2760,1498.13,-2308.07)
(2767,2708.15,1200.79)
(2769,-1143.86,-384.401)
(2774,2885.95,186.14)
(2776,-915.023,1341.34)
(2777,1341.12,435.328)
(2784,6239.48,223.502)
(2786,-2069.23,376.84)
(2791,-987.967,-2323.08)
(2793,2360,469.02)
(2794,3314.05,883.11)
(2803,1971.26,1371.92)
(2808,-745.451,1231.6)
(2814,1128.85,37.4727)
(2816,-97.518,-1989.39)
(2817,-149.446,-170.795)
(2818,2921.54,361.384)
(2819,1977.6,755.125)
(2826,3785.08,-1286.53)
(2827,5719.98,-1034)
(2828,1100.05,1428.19)
(2830,340.812,-1901.99)
(2834,3573.69,1268.18)
(2847,4897.69,-1017.32)
(2849,-1983.16,-859.314)
(2850,1175.22,-725.658)
(2852,2875.61,422.541)
(2853,2334.65,-1954.81)
(2855,-365.831,1528.93)
(2858,1887.53,1438.75)
(2861,404.75,-341.257)
(2880,3501.42,657.94)
(2885,1046.79,836.075)
(2886,5029.35,-2019.41)
(2887,5234.06,-1965.7)
(2889,704.531,739.224)
(2890,-1823.37,-477.026)
(2898,4158.13,848.306)
(2902,4958.18,1073.25)
(2903,3842.9,-556.975)
(2906,3186.85,981.073)
(2908,4700.1,1253.28)
(2910,-123.538,1442.31)
(2917,6136.18,-807.609)
(2929,2885.29,178.357)
(2933,1932.57,-1531.38)
(2935,5293.55,-919.026)
(2940,3898.72,641.595)
(2945,2569.49,403.971)
(2947,6193.45,-42.2541)
(2949,4599.13,-64.2707)
(2956,1481.78,800.715)
(2958,6801.46,1550.28)
(2965,4213.29,-262.754)
(2968,3524.43,-1507.58)
(2969,6646.9,-1175.33)
(2971,498.042,-2085.13)
(2982,3186.74,977.292)
(2991,-702.53,572.543)
(2994,4210.95,401.302)
(3000,-999.086,30.1338)
(3001,4148.68,-985.521)
(3005,2339.1,-125.65)
(3006,2884.51,585.997)
(3007,2571.49,-725.547)
(3011,1102.28,560.756)
(3018,750.899,-1604.99)
(3019,1826.27,1474.67)
(3023,-40.9197,-2092.91)
(3025,5236.84,181.47)
(3026,799.047,428.768)
(3027,4148.46,1461.88)
(3034,-813.836,968.285)
(3053,1389.16,1211.91)
(3054,909.13,1021.88)
(3056,6789.78,730.995)
(3065,2507.22,1098.05)
(3068,2995.37,32.4689)
(3069,6404.83,-801.271)
(3070,1716.07,1423.41)
(3072,820.841,-1329.89)
(3081,-625.805,-1483.56)
(3082,1659.7,-1381.82)
(3092,6027.77,-1423.74)
(3104,5739.66,-1514.59)
(3106,932.814,884.444)
(3111,1360.8,491.37)
(3118,-951.606,1160.21)
(3121,4752.8,-2599.4)
(3127,993.971,806.052)
(3132,2382.24,351.71)
(3136,6455.2,-718.319)
(3140,510.274,-387.292)
(3149,3153.93,677.399)
(3157,449.45,-140.328)
(3159,-1010.09,-1967.04)
(3163,277.543,-1721.41)
(3170,1303.2,1063.25)
(3177,3867.25,-1096.05)
(3185,1361.36,1061.58)
(3188,922.696,576.768)
(3191,-213.717,673.063)
(3197,-964.282,-258.639)
(3198,1633.34,-44.1444)
(3203,1475,1103.16)
(3204,-497.82,-2421.49)
(3209,1305.76,114.864)
(3210,-639.037,-1275.85)
(3213,3064.53,1224.7)
(3232,1454.87,1070.47)
(3236,454.898,-553.306)
(3238,2003.07,797.49)
(3242,1653.25,1069.36)
(3245,3818.1,1214.03)
(3249,1977.82,107.414)
(3250,3778.85,-324.8)
(3265,6458.2,1290.08)
(3272,-800.381,317.017)
(3284,6109.27,964.394)
(3289,4185.38,180.136)
(3294,6601.09,-688.741)
(3295,1985.05,804.829)
(3296,5898.11,-115.087)
(3298,3578.14,1324.67)
(3306,5714.97,752.456)
(3309,1183.89,1530.04)
(3314,5126.53,-901.346)
(3325,4059.06,13.5658)
(3329,-474.135,-464.795)
(3331,645.375,766.244)
(3332,2429.83,116.643)
(3337,6743.75,1571.07)
(3340,1959.37,-1804.47)
(3344,378.285,-763.464)
(3352,3564.13,1278.07)
(3357,3381.77,-183.694)
(3361,-184.139,-318.351)
(3364,2606.97,-841.19)
(3367,2301.62,242.294)
(3368,1517.92,874.77)
(3372,1162.21,-2408.7)
(3385,243.962,714.539)
(3391,1369.59,1143.97)
(3393,6180.33,-2236.35)
(3395,6750.09,-1682.05)
(3396,459.791,-135.102)
(3399,2379.35,426.21)
(3416,3372.32,-60.1565)
(3417,4568.33,-1680.04)
(3425,-204.821,-296.668)
(3428,290.886,725.769)
(3431,1861.85,-335.03)
(3432,3307.49,111.195)
(3435,273.428,-2414.38)
(3442,4835.31,-1774.34)
(3447,798.046,419.427)
(3449,-1622.45,-1839.83)
(3452,-1874.19,77.2805)
(3455,4474.15,-106.97)
(3467,5642.03,278.432)
(3469,-523.061,-2086.35)
(3478,378.952,676.621)
(3480,932.147,-663.389)
(3486,2597.62,1409.06)
(3489,1390.27,291.331)
(3496,3613.95,1192.12)
(3501,1554.17,1128.29)
(3506,6513.58,-1560.62)
(3507,926.143,388.737)
(3515,5222.94,358.826)
(3519,-1436.75,-1540.94)
(3521,4349.17,-412.644)
(3524,3062.75,209.714)
(3530,6670.14,-1141.08)
(3537,-1227.15,-1635.68)
(3539,-1524.15,1707.84)
(3541,3858.69,-112.307)
(3545,690.743,1021.77)
(3547,4454.25,1160.88)
(3549,7104.13,288.996)
(3553,4711.77,-193.257)
(3558,2597.96,1233.15)
(3564,1219.25,-225.837)
(3574,6208.12,-522.616)
(3578,3484.52,554.418)
(3583,6166.65,184.139)
(3586,1931.68,1460.66)
(3590,1927.68,178.69)
(3609,5928.25,-1548.28)
(3623,2629.43,1080.93)
(3624,3235.33,732.775)
(3625,2288.06,1431.63)
(3626,-1910.88,-469.131)
(3627,938.374,498.376)
(3639,3477.4,-314.459)
(3641,1373.37,545.189)
(3645,1190.68,476.47)
(3658,2130.16,-2427.83)
(3661,4364.51,252.19)
(3663,5586.21,-2042.76)
(3664,2169.41,1230.93)
(3666,-744.005,-1197.79)
(3667,542.075,-69.7192)
(3671,-827.735,1498.02)
(3674,1668.04,1311.43)
(3677,4759.25,1389.49)
(3682,-1577.3,-314.459)
(3686,3548.01,-2387.69)
(3688,1323.78,1130.85)
(3691,3426.14,321.465)
(3694,705.754,561.201)
(3707,5422.53,-2227.68)
(3708,-1106.28,81.5059)
(3714,2436.73,-979.183)
(3717,5108.96,-467.463)
(3719,2994.7,126.54)
(3722,1856.51,157.786)
(3723,5273.98,258.973)
(3725,-1363.03,-478.917)
(3728,3035.07,471.022)
(3730,864.429,-8.89559)
(3733,1060.58,93.9597)
(3740,3161.27,-1290.31)
(3753,2281.16,-72.9439)
(3756,5002.66,-1485.23)
(3759,678.623,-1926.01)
(3761,-1527.93,75.3902)
(3762,-177.134,-1469.77)
(3764,-1512.7,1359.47)
(3767,-961.058,-1631.23)
(3776,79.6156,-57.1542)
(3778,6647.57,-152.448)
(3780,3010.49,628.585)
(3782,2779.65,35.4712)
(3785,1375.93,980.517)
(3792,3054.08,-68.1625)
(3800,2119.04,875.66)
(3802,-18.5696,-23.9069)
(3805,2378.24,848.417)
(3810,1942.69,923.251)
(3811,1841.61,-2389.69)
(3821,6469.65,1241.71)
(3840,1362.14,491.37)
(3841,3801.31,457.345)
(3843,-1157.87,-596.894)
(3844,2259.15,1486.9)
(3848,6561.84,243.962)
(3853,5289.21,-1013.1)
(3859,6686.93,-1285.19)
(3865,6616.77,-224.058)
(3867,1101.5,551.972)
(3874,3769.4,1303.87)
(3880,-1994.06,-1352.24)
(3883,6707.28,-98.5187)
(3889,6409.61,-939.486)
(3891,-429.768,-586.331)
(3894,1176.66,874.103)
(3901,1918,922.028)
(3902,4095.64,91.4022)
(3906,-1239.49,1036.45)
(3914,2106.59,854.978)
(3925,3044.29,1290.97)
(3929,4647.5,408.308)
(3933,1857.51,889.115)
(3935,2440.95,1439.31)
(3937,459.457,670.617)
(3942,1400.72,-18.0136)
(3946,2438.62,1444.76)
(3951,4043.6,-1046.68)
(3953,1985.39,1364.7)
(3957,-2155.62,-1784.23)
(3959,1364.58,85.3977)
(3962,1202.91,363.83)
(3966,4590.9,-858.425)
(3977,159.454,749.787)
(3978,6047.56,-512.72)
(3979,3696.9,-2259.93)
(3980,4505.95,-888.447)
(3982,5463.12,-1211.91)
(3985,2604.96,278.877)
(3993,921.695,849.084)
(3998,3151.93,77.8364)
(3999,5963.38,0.111195)
(4002,847.861,-2312.3)
(4004,2426.94,1069.47)
(4006,-1635.57,-352.599)
(4008,1884.98,1021.88)
(4012,2307.52,888.447)
(4014,2364.45,-1989.17)
(4015,5564.08,-2187.09)
(4016,6176.77,207.267)
(4019,3545.12,1063.47)
(4024,4349.06,780.7)
(4027,1258.62,-119.09)
(4030,1768.56,625.138)
(4033,4469.26,301.338)
(4034,3089.88,649.934)
(4039,2432.61,-541.853)
(4042,4360.95,-1780.23)
(4045,1934.68,1460.77)
(4050,3690.11,1156.87)
(4057,4097.42,962.281)
(4066,-1940.69,-480.696)
(4076,2425.72,453.342)
(4077,5711.31,0.778364)
(4078,2899.41,872.213)
(4080,6767.21,-456.789)
(4082,768.579,945.713)
(4083,-821.508,-187.586)
(4084,-860.093,-1853.4)
(4088,506.493,-364.831)
(4098,6697.05,-1174.11)
(4101,624.36,-190.81)
(4115,3206.19,1253.39)
(4120,2901.74,335.475)
(4134,592.447,270.76)
(4137,2187.54,1500.46)
(4138,1677.71,811.723)
(4143,5710.53,364.052)
(4148,3883.93,1335.67)
(4150,5627.58,-2111.37)
(4151,3234.66,-1935.9)
(4157,6587.74,648.711)
(4160,1760.1,1416.07)
(4161,2297.4,1430.86)
(4168,475.136,-1393.61)
(4180,1537.16,992.081)
(4182,97.1844,-241.738)
(4185,6092.37,-1341.57)
(4186,-2099.14,60.9348)
(4196,6242.48,1056.46)
(4201,-1498.24,-156.674)
(4203,3150.37,-1923.67)
(4207,-1489.68,-313.458)
(4208,601.009,744.116)
(4210,6248.71,150.892)
(4214,2479.76,884.444)
(4215,1587.09,462.349)
(4220,2068,173.131)
(4222,-1053.46,19.0143)
(4223,4541.53,-971.51)
(4225,2491.54,520.392)
(4234,4480.6,1313.21)
(4237,882.999,592.335)
